time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-02-08T07:16:50.664Z,12.841806,80.157269,-67.30000305175781,22.879,,,0,network,,,,,,,,76,
2019-02-08T07:21:50.884Z,12.841814,80.157286,,24.32,,,0,network,,,,,,,,76,
2019-02-08T07:26:50.642Z,12.841815,80.157288,,23.21,,,0,network,,,,,,,,75,
2019-02-08T07:28:02.171Z,12.841815,80.157288,,23.183,,,0,network,,,,,,,,75,
2019-02-08T07:29:17.042Z,12.841815,80.157288,,23.175,,,0,network,,,,,,,,74,
2019-02-08T07:30:02.070Z,12.841815,80.157288,,23.222,,,0,network,,,,,,,,74,
2019-02-08T07:31:50.873Z,12.841815,80.157288,,23.258,,,0,network,,,,,,,,74,
2019-02-08T07:33:02.182Z,12.841802,80.157257,-67.30000305175781,22.63,,,0,network,,,,,,,,74,
2019-02-08T07:34:24.453Z,12.841822,80.157257,-67.4000015258789,23.929,,,0,network,,,,,,,,73,
2019-02-08T07:36:02.161Z,12.841815,80.157288,,23.273,,,0,network,,,,,,,,73,
2019-02-08T07:37:38.691Z,12.841815,80.157288,,23.224,,,0,network,,,,,,,,73,
2019-02-08T07:39:02.237Z,12.841797,80.157255,-67.30000305175781,22.83,,,0,network,,,,,,,,72,
2019-02-08T07:40:04.260Z,12.841794,80.157260,-67.30000305175781,24.094,,,0,network,,,,,,,,72,
2019-02-08T07:42:09.589Z,12.841810,80.157278,-67.30000305175781,24.257,,,0,network,,,,,,,,72,
2019-02-08T07:43:09.182Z,12.841825,80.157289,,24.499,,,0,network,,,,,,,,72,
2019-02-08T07:46:02.031Z,12.841851,80.157279,-67.30000305175781,23.563,,,0,network,,,,,,,,71,
2019-02-08T07:48:01.908Z,12.841851,80.157278,-67.30000305175781,24.839,,,0,network,,,,,,,,71,
2019-02-08T07:49:22.675Z,12.841838,80.157254,-64.5,24.785,,,0,network,,,,,,,,70,
2019-02-08T07:51:50.858Z,12.841893,80.157292,-67.30000305175781,23.53,,,0,network,,,,,,,,70,
2019-02-08T07:56:51.039Z,12.841806,80.157249,-67.30000305175781,22.778,,,0,network,,,,,,,,69,
2019-02-08T07:58:02.111Z,12.841806,80.157249,-67.30000305175781,22.648,,,0,network,,,,,,,,69,
2019-02-08T07:59:30.632Z,12.841802,80.157257,-67.30000305175781,22.638,,,0,network,,,,,,,,68,
2019-02-08T08:00:32.841Z,12.841801,80.157256,-67.30000305175781,22.658,,,0,network,,,,,,,,68,
2019-02-08T08:01:50.642Z,12.841801,80.157256,-67.30000305175781,22.705,,,0,network,,,,,,,,68,
2019-02-08T08:02:43.885Z,12.841793,80.157260,-67.30000305175781,22.705,,,0,network,,,,,,,,68,
2019-02-08T08:04:32.290Z,12.841806,80.157268,-67.30000305175781,24.049,,,0,network,,,,,,,,67,
2019-02-08T08:06:02.150Z,12.841803,80.157293,,23.38,,,0,network,,,,,,,,67,
2019-02-08T08:07:24.574Z,12.841815,80.157288,,23.199,,,0,network,,,,,,,,67,
2019-02-08T08:08:30.383Z,12.841811,80.157281,,23.114,,,0,network,,,,,,,,67,
2019-02-08T08:10:02.101Z,12.841807,80.157270,-67.30000305175781,23.056,,,0,network,,,,,,,,66,
2019-02-08T08:11:04.300Z,12.841807,80.157270,-67.30000305175781,23.042,,,0,network,,,,,,,,66,
2019-02-08T08:12:06.474Z,12.841816,80.157278,,22.979,,,0,network,,,,,,,,66,
2019-02-08T08:13:08.642Z,12.841812,80.157281,,23.134,,,0,network,,,,,,,,65,
2019-02-08T08:14:30.902Z,12.841812,80.157293,,23.165,,,0,network,,,,,,,,65,
2019-02-08T08:15:33.078Z,12.841811,80.157281,,23.112,,,0,network,,,,,,,,65,
2019-02-08T08:17:03.552Z,12.841806,80.157248,-67.30000305175781,22.728,,,0,network,,,,,,,,65,
2019-02-08T08:18:30.492Z,12.841805,80.157247,-67.30000305175781,22.721,,,0,network,,,,,,,,64,
2019-02-08T08:20:02.171Z,12.841805,80.157248,-67.30000305175781,22.689,,,0,network,,,,,,,,64,
2019-02-08T08:21:04.412Z,12.841805,80.157248,-67.30000305175781,22.69,,,0,network,,,,,,,,64,
2019-02-08T08:22:29.499Z,12.841805,80.157248,-67.30000305175781,22.645,,,0,network,,,,,,,,63,
2019-02-08T08:23:31.769Z,12.841793,80.157243,-67.30000305175781,22.64,,,0,network,,,,,,,,63,
2019-02-08T08:25:02.139Z,12.841805,80.157248,-67.30000305175781,22.772,,,0,network,,,,,,,,63,
2019-02-08T08:26:04.319Z,12.841805,80.157248,-67.30000305175781,22.792,,,0,network,,,,,,,,63,
2019-02-08T08:27:13.740Z,12.841794,80.157261,-67.30000305175781,22.974,,,0,network,,,,,,,,62,
2019-02-08T08:28:30.572Z,12.841805,80.157248,-67.30000305175781,22.864,,,0,network,,,,,,,,62,
2019-02-08T08:29:32.819Z,12.841806,80.157249,-67.30000305175781,22.855,,,0,network,,,,,,,,62,
2019-02-08T08:31:02.130Z,12.841806,80.157248,-67.30000305175781,23.074,,,0,network,,,,,,,,61,
2019-02-08T08:31:52.424Z,12.841806,80.157248,-67.30000305175781,22.718,,,0,network,,,,,,,,61,
2019-02-08T08:33:32.862Z,12.841803,80.157257,-67.30000305175781,22.972,,,0,network,,,,,,,,61,
2019-02-08T08:34:42.540Z,12.841804,80.157277,-67.30000305175781,24.28,,,0,network,,,,,,,,60,
2019-02-08T08:36:02.170Z,12.841802,80.157276,-67.30000305175781,24.077,,,0,network,,,,,,,,60,
2019-02-08T08:37:14.250Z,12.841806,80.157268,-67.30000305175781,23.926,,,0,network,,,,,,,,60,
2019-02-08T08:38:30.539Z,12.841794,80.157260,-67.30000305175781,22.744,,,0,network,,,,,,,,58,
2019-02-08T08:39:34.721Z,12.841806,80.157268,-67.30000305175781,24.052,,,0,network,,,,,,,,58,
2019-02-08T08:41:02.280Z,12.841802,80.157275,-67.30000305175781,24.146,,,0,network,,,,,,,,58,
2019-02-08T08:41:50.682Z,12.841806,80.157268,-67.30000305175781,24.058,,,0,network,,,,,,,,58,
2019-02-08T08:43:25.100Z,12.841802,80.157275,-67.30000305175781,24.119,,,0,network,,,,,,,,58,
2019-02-08T08:51:36.443Z,12.841805,80.157248,-67.30000305175781,22.781,,,0,network,,,,,,,,57,
2019-02-08T08:53:34.170Z,12.841806,80.157248,-67.30000305175781,22.821,,,0,network,,,,,,,,57,
2019-02-08T08:55:01.939Z,12.841806,80.157248,-67.30000305175781,23.027,,,0,network,,,,,,,,57,
2019-02-08T08:56:34.379Z,12.841806,80.157248,-67.30000305175781,23.044,,,0,network,,,,,,,,56,
2019-02-08T08:57:36.349Z,12.841805,80.157248,-67.30000305175781,22.768,,,0,network,,,,,,,,56,
2019-02-08T08:59:01.909Z,12.841801,80.157256,-67.30000305175781,22.897,,,0,network,,,,,,,,56,
2019-02-08T09:00:03.929Z,12.841813,80.157259,-67.30000305175781,24.042,,,0,network,,,,,,,,56,
2019-02-08T09:01:35.171Z,12.841805,80.157267,-67.30000305175781,24.093,,,0,network,,,,,,,,55,
2019-02-08T09:03:01.879Z,12.841793,80.157259,-67.30000305175781,22.978,,,0,network,,,,,,,,55,
2019-02-08T09:04:23.920Z,12.841801,80.157256,-67.30000305175781,22.954,,,0,network,,,,,,,,55,
2019-02-08T09:05:25.940Z,12.841805,80.157248,-67.30000305175781,22.829,,,0,network,,,,,,,,54,
2019-02-08T09:07:01.939Z,12.841793,80.157248,-67.30000305175781,22.727,,,0,network,,,,,,,,54,
2019-02-08T09:08:36.550Z,12.841805,80.157248,-67.30000305175781,22.75,,,0,network,,,,,,,,54,
2019-02-08T09:10:01.960Z,12.841793,80.157260,-67.30000305175781,22.779,,,0,network,,,,,,,,52,
2019-02-08T09:11:34.518Z,12.841805,80.157248,-67.30000305175781,22.788,,,0,network,,,,,,,,52,
2019-02-08T09:13:01.959Z,12.841794,80.157260,-67.30000305175781,22.894,,,0,network,,,,,,,,52,
2019-02-08T09:14:27.260Z,12.841793,80.157252,-67.30000305175781,22.707,,,0,network,,,,,,,,52,
2019-02-08T09:16:01.849Z,12.841793,80.157248,-67.30000305175781,22.66,,,0,network,,,,,,,,52,
2019-02-08T09:17:03.831Z,12.841805,80.157248,-67.30000305175781,22.695,,,0,network,,,,,,,,52,
2019-02-08T09:18:05.879Z,12.841805,80.157247,-67.30000305175781,22.749,,,0,network,,,,,,,,52,
2019-02-08T09:19:27.909Z,12.841805,80.157248,-67.30000305175781,22.688,,,0,network,,,,,,,,51,
2019-02-08T09:21:08.240Z,12.841793,80.157252,-67.30000305175781,22.691,,,0,network,,,,,,,,51,
2019-02-08T09:22:26.988Z,12.841794,80.157248,-67.30000305175781,22.81,,,0,network,,,,,,,,51,
2019-02-08T09:23:43.179Z,12.841813,80.157236,-67.30000305175781,23.127,,,0,network,,,,,,,,50,
2019-02-08T09:25:01.880Z,12.841806,80.157248,-67.30000305175781,22.886,,,0,network,,,,,,,,50,
2019-02-08T09:26:04.440Z,12.841805,80.157247,-67.30000305175781,22.868,,,0,network,,,,,,,,50,
2019-02-08T09:27:36.910Z,12.841805,80.157248,-67.30000305175781,22.821,,,0,network,,,,,,,,50,
2019-02-08T09:29:01.958Z,12.841813,80.157235,-67.30000305175781,23.171,,,0,network,,,,,,,,49,
2019-02-08T09:30:03.940Z,12.841817,80.157223,-67.30000305175781,23.211,,,0,network,,,,,,,,49,
2019-02-08T09:31:29.019Z,12.841805,80.157247,-67.30000305175781,22.785,,,0,network,,,,,,,,49,
2019-02-08T09:33:01.930Z,12.841805,80.157247,-67.30000305175781,22.814,,,0,network,,,,,,,,48,
2019-02-08T09:34:04.003Z,12.841805,80.157247,-67.30000305175781,22.755,,,0,network,,,,,,,,48,
2019-02-08T09:35:05.990Z,12.841805,80.157247,-67.30000305175781,22.852,,,0,network,,,,,,,,48,
2019-02-08T09:36:41.331Z,12.841801,80.157256,-67.30000305175781,24.082,,,0,network,,,,,,,,48,
2019-02-08T09:38:01.839Z,12.841807,80.157269,-67.30000305175781,24.025,,,0,network,,,,,,,,47,
2019-02-08T09:39:38.998Z,12.841807,80.157269,-67.30000305175781,24.018,,,0,network,,,,,,,,47,
2019-02-08T09:41:04.469Z,12.841806,80.157269,-67.30000305175781,23.886,,,0,network,,,,,,,,47,
2019-02-08T09:42:26.441Z,12.841806,80.157269,-67.30000305175781,23.813,,,0,network,,,,,,,,46,
2019-02-08T09:43:28.460Z,12.841806,80.157269,-67.30000305175781,23.682,,,0,network,,,,,,,,46,
2019-02-08T09:45:01.859Z,12.841806,80.157268,-67.30000305175781,23.881,,,0,network,,,,,,,,46,
2019-02-08T09:45:53.330Z,12.841806,80.157268,-67.30000305175781,23.905,,,0,network,,,,,,,,46,
2019-02-08T09:47:04.051Z,12.841806,80.157268,-67.30000305175781,24.02,,,0,network,,,,,,,,45,
2019-02-08T09:48:06.109Z,12.841806,80.157269,-67.30000305175781,23.916,,,0,network,,,,,,,,45,
2019-02-08T09:49:28.189Z,12.841806,80.157268,-67.30000305175781,24.027,,,0,network,,,,,,,,45,
2019-02-08T09:50:30.220Z,12.841806,80.157268,-67.30000305175781,23.978,,,0,network,,,,,,,,45,
2019-02-08T09:51:50.419Z,12.841806,80.157269,-67.30000305175781,23.901,,,0,network,,,,,,,,44,
2019-02-08T09:53:01.910Z,12.841806,80.157269,-67.30000305175781,23.807,,,0,network,,,,,,,,44,
2019-02-08T09:54:03.940Z,12.841806,80.157269,-67.30000305175781,23.807,,,0,network,,,,,,,,44,
2019-02-08T09:55:05.913Z,12.841806,80.157269,-67.30000305175781,23.808,,,0,network,,,,,,,,43,
2019-02-08T09:56:50.579Z,12.841806,80.157268,-67.30000305175781,24.009,,,0,network,,,,,,,,43,
2019-02-08T09:58:01.930Z,12.841806,80.157268,-67.30000305175781,24.04,,,0,network,,,,,,,,43,
2019-02-08T09:59:03.990Z,12.841806,80.157268,-67.30000305175781,22.784,,,0,network,,,,,,,,42,
2019-02-08T10:00:05.961Z,12.841806,80.157269,-67.30000305175781,23.706,,,0,network,,,,,,,,42,
2019-02-08T10:01:50.428Z,12.841806,80.157269,-67.30000305175781,23.0,,,0,network,,,,,,,,42,
2019-02-08T10:03:01.850Z,12.841806,80.157269,-67.30000305175781,22.982,,,0,network,,,,,,,,42,
2019-02-08T10:04:07.000Z,12.841677,80.157272,-66.74322509765625,19.296001,280.0,0.79,0,gps,2.1,1.0,2.3,-86.6,,,,41,
2019-02-08T10:05:08.369Z,12.841802,80.157276,-67.30000305175781,24.021,,,0,network,,,,,,,,41,
2019-02-08T10:06:47.220Z,12.841803,80.157276,-67.30000305175781,24.002,,,0,network,,,,,,,,41,
2019-02-08T10:08:01.790Z,12.841811,80.157280,-67.30000305175781,23.258,,,0,network,,,,,,,,40,
2019-02-08T10:09:42.850Z,12.841815,80.157288,,23.23,,,0,network,,,,,,,,40,
2019-02-08T10:11:01.768Z,12.841815,80.157288,,23.191,,,0,network,,,,,,,,40,
2019-02-08T10:11:50.390Z,12.841815,80.157288,,23.283,,,0,network,,,,,,,,39,
2019-02-08T10:13:29.241Z,12.841811,80.157280,-67.30000305175781,23.169,,,0,network,,,,,,,,39,
2019-02-08T10:15:01.972Z,12.841815,80.157288,-67.30000305175781,23.202,,,0,network,,,,,,,,39,
2019-02-08T10:16:20.480Z,12.841815,80.157288,,23.215,,,0,network,,,,,,,,39,
2019-02-08T10:18:01.740Z,12.841811,80.157281,,24.092,,,0,network,,,,,,,,38,
2019-02-08T10:19:03.609Z,12.841815,80.157288,,23.238,,,0,network,,,,,,,,38,
2019-02-08T10:20:25.020Z,12.841807,80.157269,-67.4000015258789,24.005,,,0,network,,,,,,,,38,
2019-02-08T10:21:50.519Z,12.841802,80.157256,-67.30000305175781,22.947,,,0,network,,,,,,,,37,
2019-02-08T10:23:01.941Z,12.841807,80.157249,-67.30000305175781,22.994,,,0,network,,,,,,,,37,
2019-02-08T10:24:23.909Z,12.841807,80.157249,-67.30000305175781,22.903,,,0,network,,,,,,,,37,
2019-02-08T10:25:45.250Z,12.841805,80.157248,-67.30000305175781,22.75,,,0,network,,,,,,,,36,
2019-02-08T10:27:01.910Z,12.841793,80.157243,-67.30000305175781,22.759,,,0,network,,,,,,,,36,
2019-02-08T10:28:03.929Z,12.841805,80.157246,-67.30000305175781,22.841,,,0,network,,,,,,,,36,
2019-02-08T10:29:05.931Z,12.841805,80.157246,-67.30000305175781,22.793,,,0,network,,,,,,,,36,
2019-02-08T10:30:27.859Z,12.841804,80.157247,-67.30000305175781,22.713,,,0,network,,,,,,,,35,
2019-02-08T10:31:50.488Z,12.841806,80.157248,-67.30000305175781,22.934,,,0,network,,,,,,,,35,
2019-02-08T10:32:41.679Z,12.841806,80.157248,-67.30000305175781,22.861,,,0,network,,,,,,,,35,
2019-02-08T10:34:42.059Z,12.841805,80.157247,-67.30000305175781,22.802,,,0,network,,,,,,,,34,
2019-02-08T10:35:25.100Z,12.841805,80.157247,-67.30000305175781,22.799,,,0,network,,,,,,,,34,
2019-02-08T10:36:50.539Z,12.841805,80.157247,-67.30000305175781,22.728,,,0,network,,,,,,,,34,
2019-02-08T10:38:34.250Z,12.841793,80.157243,-67.30000305175781,22.662,,,0,network,,,,,,,,34,
2019-02-08T10:40:01.909Z,12.841793,80.157243,-67.30000305175781,22.729,,,0,network,,,,,,,,33,
2019-02-08T10:41:24.950Z,12.841793,80.157243,-67.30000305175781,22.764,,,0,network,,,,,,,,33,
2019-02-08T10:43:02.040Z,12.841805,80.157246,-67.30000305175781,22.818,,,0,network,,,,,,,,33,
2019-02-08T10:44:04.389Z,12.841805,80.157246,-67.30000305175781,22.811,,,0,network,,,,,,,,32,
2019-02-08T10:46:01.991Z,12.841785,80.157239,-67.30000305175781,22.784,,,0,network,,,,,,,,32,
2019-02-08T10:46:50.510Z,12.841782,80.157247,-67.30000305175781,22.888,,,0,network,,,,,,,,32,
2019-02-08T10:48:41.899Z,12.841789,80.157240,-67.30000305175781,22.901,,,0,network,,,,,,,,31,
2019-02-08T10:50:01.869Z,12.841789,80.157239,-67.30000305175781,22.672,,,0,network,,,,,,,,31,
2019-02-08T10:57:56.378Z,12.841795,80.157262,-67.30000305175781,23.042,,,0,network,,,,,,,,30,
2019-02-08T11:00:21.172Z,12.841897,80.157292,-67.30000305175781,23.678,,,0,network,,,,,,,,30,
2019-02-08T11:01:51.000Z,12.841988,80.156237,-60.29815673828125,8.576,294.9,1.82,0,gps,1.7,0.9,1.9,-86.6,,,,30,
2019-02-08T11:18:33.000Z,12.841977,80.155683,-77.13272094726562,21.44,139.4,1.2,0,gps,0.7,0.8,1.0,-86.6,,,,28,
2019-02-08T11:20:03.000Z,12.841743,80.156608,-74.98309326171875,7.504,101.3,2.32,0,gps,0.6,0.8,1.0,-86.7,,,,28,
2019-02-08T11:22:26.000Z,12.842290,80.156454,-66.13204956054688,39.664,63.4,2.13,0,gps,0.7,0.9,1.1,-86.6,,,,28,
2019-02-08T11:24:32.209Z,12.841993,80.157374,-70.5999984741211,23.298,,,0,network,,,,,,,,28,
2019-02-08T11:31:51.498Z,12.842114,80.157226,,23.54,,,0,network,,,,,,,,27,
2019-02-08T11:36:50.879Z,12.842132,80.157194,,23.534,,,0,network,,,,,,,,27,
2019-02-08T11:41:51.328Z,12.842140,80.157166,,25.016,,,0,network,,,,,,,,27,
2019-02-08T11:46:50.952Z,12.842140,80.157165,,25.018,,,0,network,,,,,,,,27,
2019-02-08T11:51:51.792Z,12.842067,80.157197,-67.30000305175781,23.873,,,0,network,,,,,,,,27,
2019-02-08T11:56:51.937Z,12.842076,80.157210,-67.30000305175781,23.885,,,0,network,,,,,,,,26,
2019-02-08T12:10:03.846Z,12.842094,80.157213,,23.767,,,0,network,,,,,,,,26,
2019-02-08T12:13:10.549Z,12.842081,80.157218,-67.30000305175781,23.855,,,0,network,,,,,,,,26,
2019-02-08T12:14:32.618Z,12.841981,80.157331,-67.30000305175781,23.53,,,0,network,,,,,,,,26,
2019-02-08T12:15:57.786Z,12.841979,80.157326,-70.5999984741211,23.56,,,0,network,,,,,,,,25,
2019-02-08T12:17:34.128Z,12.841983,80.157335,-67.30000305175781,25.071,,,0,network,,,,,,,,25,
2019-02-08T12:19:01.898Z,12.841980,80.157341,-67.30000305175781,24.872,,,0,network,,,,,,,,25,
2019-02-08T12:20:48.877Z,12.841998,80.157342,,23.532,,,0,network,,,,,,,,24,
2019-02-08T12:22:44.599Z,12.841985,80.157341,-70.5999984741211,24.914,,,0,network,,,,,,,,24,
2019-02-08T12:31:50.936Z,12.841978,80.157337,-67.4000015258789,25.074,,,0,network,,,,,,,,23,
2019-02-08T12:36:50.273Z,12.841904,80.157238,,23.682,,,0,network,,,,,,,,23,
2019-02-08T12:45:08.000Z,12.841949,80.157507,-81.62008666992188,38.592003,40.9,0.51,7,gps,1.9,0.9,2.1,-86.6,,,,22,
2019-02-08T12:48:41.728Z,12.842023,80.157401,,23.661,,,0,network,,,,,,,,22,
2019-02-08T12:50:17.327Z,12.842101,80.157397,,23.662,,,0,network,,,,,,,,21,
2019-02-08T12:51:33.980Z,12.841859,80.157302,,24.771,,,0,network,,,,,,,,21,
2019-02-08T12:53:02.919Z,12.841806,80.157249,-67.30000305175781,22.738,,,0,network,,,,,,,,21,
2019-02-08T12:54:28.567Z,12.841805,80.157248,-67.30000305175781,22.759,,,0,network,,,,,,,,20,
2019-02-08T12:55:36.199Z,12.841806,80.157248,-67.30000305175781,23.04,,,0,network,,,,,,,,20,
2019-02-08T12:57:02.575Z,12.841814,80.157264,-67.4000015258789,24.19,,,0,network,,,,,,,,20,
2019-02-08T12:58:08.092Z,12.841815,80.157287,,24.314,,,0,network,,,,,,,,20,
2019-02-08T13:01:50.697Z,12.841814,80.157286,,24.248,,,0,network,,,,,,,,19,
2019-02-08T13:06:51.784Z,12.841810,80.157279,,24.205,,,0,network,,,,,,,,19,
2019-02-08T13:11:50.963Z,12.841811,80.157280,-67.4000015258789,24.151,,,0,network,,,,,,,,19,
2019-02-08T13:16:50.765Z,12.841806,80.157248,-67.30000305175781,23.234,,,0,network,,,,,,,,18,
2019-02-08T13:18:01.945Z,12.841806,80.157249,-67.30000305175781,22.999,,,0,network,,,,,,,,18,
2019-02-08T13:19:03.989Z,12.841806,80.157249,-67.30000305175781,22.918,,,0,network,,,,,,,,18,
2019-02-08T13:20:06.174Z,12.841811,80.157265,-67.30000305175781,24.163,,,0,network,,,,,,,,18,
2019-02-08T13:21:49.155Z,12.841802,80.157257,-67.30000305175781,23.027,,,0,network,,,,,,,,17,
2019-02-08T13:23:01.944Z,12.841806,80.157249,-67.30000305175781,22.963,,,0,network,,,,,,,,17,
2019-02-08T13:31:50.946Z,12.841814,80.157287,,24.281,,,0,network,,,,,,,,17,
2019-02-08T13:36:51.035Z,12.841802,80.157276,-67.30000305175781,24.039,,,0,network,,,,,,,,17,
2019-02-08T13:41:50.654Z,12.841822,80.157300,,24.433,,,0,network,,,,,,,,16,
2019-02-08T13:43:01.944Z,12.841810,80.157279,-67.30000305175781,24.158,,,0,network,,,,,,,,16,
2019-02-08T13:44:23.405Z,12.841812,80.157280,,24.261,,,0,network,,,,,,,,15,
2019-02-08T13:46:01.994Z,12.841815,80.157286,,24.359,,,0,network,,,,,,,,15,
2019-02-08T13:47:08.243Z,12.841810,80.157278,,24.371,,,0,network,,,,,,,,15,
2019-02-08T13:48:13.395Z,12.841802,80.157276,-67.30000305175781,24.123,,,0,network,,,,,,,,15,
2019-02-08T13:49:58.766Z,12.841806,80.157267,-67.30000305175781,24.114,,,0,network,,,,,,,,15,
2019-02-08T13:51:05.747Z,12.841805,80.157266,-67.30000305175781,24.194,,,0,network,,,,,,,,15,
2019-02-08T13:52:27.275Z,12.841805,80.157266,-67.30000305175781,24.201,,,0,network,,,,,,,,15,
2019-02-08T13:54:02.196Z,12.841804,80.157266,-67.30000305175781,23.089,,,0,network,,,,,,,,15,
2019-02-08T13:55:04.558Z,12.841805,80.157266,-67.30000305175781,23.128,,,0,network,,,,,,,,15,
2019-02-08T13:56:06.916Z,12.841805,80.157266,-67.30000305175781,23.13,,,0,network,,,,,,,,15,
2019-02-08T13:57:02.021Z,12.841805,80.157266,-67.30000305175781,23.128,,,0,network,,,,,,,,15,
2019-02-08T13:58:10.749Z,12.841805,80.157267,-67.30000305175781,24.141,,,0,network,,,,,,,,15,
2019-02-08T14:03:03.247Z,12.841805,80.157267,-67.30000305175781,24.204,,,0,network,,,,,,,,15,
2019-02-08T14:05:34.224Z,12.841794,80.157260,-67.30000305175781,23.157,,,0,network,,,,,,,,15,
2019-02-08T14:08:49.149Z,12.841795,80.157261,-67.30000305175781,23.108,,,0,network,,,,,,,,15,
2019-02-08T14:11:50.421Z,12.841794,80.157249,-67.30000305175781,22.921,,,0,network,,,,,,,,15,
2019-02-08T14:13:26.597Z,12.842027,80.156334,-75.89743041992188,8.576,270.5,1.28,0,gps,5.2,0.9,5.3,-86.6,,,,14,
2019-02-08T14:14:28.442Z,12.843928,80.153830,,28.291,,,0,network,,,,,,,,14,
2019-02-08T14:16:03.000Z,12.842932,80.154747,-71.7738037109375,10.72,332.0,2.1,0,gps,1.0,0.8,1.3,-86.6,,,,14,
2019-02-08T14:17:06.000Z,12.843139,80.154437,-70.39022827148438,6.432,,0.0,0,gps,0.7,0.8,1.1,-86.7,,,,14,
2019-02-08T14:18:09.000Z,12.843168,80.154362,-81.94656372070312,18.224,,0.0,0,gps,0.7,0.7,1.0,-86.7,,,,13,
2019-02-08T14:19:13.000Z,12.843097,80.154422,-73.04714965820312,16.08,,0.0,0,gps,0.7,0.7,1.0,-86.7,,,,13,
2019-02-08T14:28:00.000Z,12.841949,80.156377,-44.6895751953125,22.512001,117.4,1.61,0,gps,0.8,0.8,1.1,-86.7,,,,12,
2019-02-08T14:36:50.580Z,12.841808,80.157270,-67.30000305175781,24.188,,,0,network,,,,,,,,11,
2019-02-08T14:38:09.671Z,12.841817,80.157289,,24.291,,,0,network,,,,,,,,10,
2019-02-08T14:39:11.661Z,12.841815,80.157276,,24.205,,,0,network,,,,,,,,10,
2019-02-08T14:40:02.073Z,12.841805,80.157267,-67.30000305175781,24.126,,,0,network,,,,,,,,10,
2019-02-08T14:41:50.609Z,12.841806,80.157267,-67.30000305175781,24.138,,,0,network,,,,,,,,10,
2019-02-08T14:43:03.215Z,12.841810,80.157278,-67.30000305175781,24.266,,,0,network,,,,,,,,9,
2019-02-08T14:44:05.259Z,12.841806,80.157268,-67.30000305175781,24.105,,,0,network,,,,,,,,9,
2019-02-08T14:45:27.382Z,12.841802,80.157275,-67.30000305175781,24.19,,,0,network,,,,,,,,9,
2019-02-08T14:46:50.438Z,12.841810,80.157278,-67.30000305175781,24.207,,,0,network,,,,,,,,8,
2019-02-08T14:48:04.400Z,12.841806,80.157268,-67.30000305175781,24.046,,,0,network,,,,,,,,8,
2019-02-08T14:49:26.338Z,12.841810,80.157279,-67.30000305175781,24.244,,,0,network,,,,,,,,8,
